year,ccode,OG,PO,DEFLATE,nomPO,PDEBT,SOCIAL,SICK,OLD,SURV,FAMI,UNEM,HOUS,EXCL,RDSO,OTHS,ELEC,COVID,FINCRI,EURCRI,USGAP,Continental,Nordic,Southern,Eastern
2000,CYP,1.3973126,13.80861,75.6699968,10448.97475,55.7358,8.250570233,0.645039362,3.39554845,0.913965268,1.535078837,0.459375213,0.039238299,1.228828695,0,0.033496109,0,0,0,0,1.8,0,0,1,0
2001,CYP,1.6766858,14.31496,78.4397505,11228.61891,57.3221,8.407979714,0.652796222,3.399349494,0.899487291,1.618186542,0.450634227,0.042747911,1.314498258,0,0.03027977,0,0,0,0,-0.78,0,0,1,0
2002,CYP,1.513718,14.87174,78.6722537,11699.93302,60.5193,9.14107797,0.708551065,3.616260018,0.961543966,1.798300893,0.481199336,0.048718228,1.494025647,0,0.032478818,0,0,0,0,-2.05,0,0,1,0
2003,CYP,0.6143945,15.39828,82.9108707,12766.84802,63.8374,9.902209206,0.751947543,3.780102961,0.987714429,2.03965771,0.485632788,0.057962623,1.770993119,0,0.028198033,1,0,0,0,-1.87,0,0,1,0
2004,CYP,2.0251721,15.94863,85.1571018,13581.39108,64.7663,10.59685264,0.807722856,4.117398553,1.063219512,2.154418485,0.527191946,0.060376731,1.820137558,0,0.046387001,0,0,0,0,-0.49,0,0,1,0
2005,CYP,3.4311873,16.4953,86.8768932,14330.60416,63.4368,11.4356658,0.872259108,4.464571017,1.146497371,2.293692549,0.575691011,0.063500463,1.910596349,0,0.108857937,0,0,0,0,0.67,0,0,1,0
2006,CYP,4.2760123,17.13291,89.5580985,15343.90841,59.2606,11.05585327,0.845286589,4.282481245,1.116403953,2.211952723,0.559179563,0.061262097,1.845031868,0,0.134255233,0,0,0,0,1.23,0,0,1,0
2007,CYP,5.4969326,17.79797,93.264225,16599.13879,54.0317,10.54392052,0.779558516,3.93815612,1.021739755,2.097699191,0.501833264,0.059641648,1.930823063,0,0.214468958,0,0,0,0,1.1,0,0,1,0
2008,CYP,5.2532904,18.48973,97.6801355,18060.79332,45.5486,10.76198573,0.785126088,4.069588678,1.035945635,2.12393771,0.503300151,0.016610566,2.106219773,0,0.121257132,1,0,1,0,-0.79,0,0,1,0
2009,CYP,0.50934,18.97223,97.9371079,18580.85337,54.2904,11.60065126,0.682422909,4.306045499,1.115664582,2.229714598,0.527962834,0.032829493,2.569849676,0,0.136161669,0,0,1,0,-4.97,0,0,1,0
2010,CYP,0.5146297,19.40444,99.7786642,19361.49103,56.285,12.17468219,0.682798653,4.733623039,1.172430365,2.193012921,0.605325281,0.039769664,2.617567001,0,0.130155265,0,0,0,0,-3.84,0,0,1,0
2011,CYP,-0.6250839,19.70878,101.3913297,19982.99411,65.7561,12.51964539,0.651554013,4.977232113,1.201021222,2.158335221,0.690587203,0.051043402,2.653756475,0,0.136115738,0,0,0,1,-3.82,0,0,1,0
2012,CYP,-4.1210053,19.72318,103.0934317,20333.3031,80.1139,12.45444475,0.599509088,5.156565044,1.230493633,1.894429046,0.944263699,0.035901693,2.436397065,0,0.156885479,0,0,0,1,-3.19,0,0,1,0
2013,CYP,-9.1818518,19.45059,102.1267309,19864.25171,103.6926,12.273304,0.549731254,5.150961713,1.27616184,1.705576455,1.225316733,0.016612758,2.218558275,0,0.130384977,1,0,0,0,-3,0,0,1,0
2014,CYP,-9.4192705,19.15522,100.7599588,19300.79178,108.7572,12.53782761,0.545573473,5.511690982,1.350721789,2.527875569,1.155393015,0.006217362,1.383362937,0,0.056992481,0,0,0,0,-2.46,0,0,1,0
2015,CYP,-5.9005963,19.06936,100,19069.36,106.7986,12.70677149,0.503949792,5.698670537,1.406444684,2.736851158,0.824883478,0.002622007,1.428469545,0,0.10488029,0,0,0,0,-1.6,0,0,1,0
2016,CYP,-1.5377371,19.4224,99.425269,19310.77345,102.6059,12.98497964,0.512667192,5.790032197,1.434432447,2.941363284,0.755536801,0.002589228,1.446860742,0,0.101497747,0,0,0,0,-1.77,0,0,1,0
2017,CYP,1.0301608,20.014,100.4562768,20105.31924,92.6235,12.72996449,0.459082489,5.80990526,1.429969833,2.866405617,0.570993172,0.001989523,1.47672363,0,0.114894967,0,0,0,0,-1.42,0,0,1,0
2018,CYP,3.2733479,20.68509,101.4647843,20988.08195,98.0679,12.58619061,0.48694302,6.123951693,1.410324205,2.819695489,0.495995776,0.003811687,1.13111813,0,0.114350611,1,0,0,0,-0.46,0,0,1,0
2019,CYP,5.1743301,21.43431,102.8072087,22036.01582,90.4289,12.55898536,0.434742836,6.193497098,1.394989015,2.696494707,0.503720822,0.000453803,1.205299552,0,0.129787527,0,0,0,0,-0.1,0,0,1,0
2020,CYP,-2.6056581,22.13444,101.5642214,22480.67165,113.5064,13.05699423,0.43415073,6.339223411,1.440793252,2.844221071,0.635212338,0.019127542,1.259748839,0,0.084517048,0,1,0,0,-5.17,0,0,1,0
2021,CYP,0.8019413,22.806,104.4802511,23827.76607,101.0498,12.63609854,0.451154337,6.359387598,1.455444875,2.565074704,0.392399354,0.02182328,1.323246162,0.000419678,0.067148552,1,1,0,0,-1.53,0,0,1,0
1995,CZE,NA,NA,56.0090664,NA,13.5716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,-0.45,0,0,0,1
1996,CZE,NA,NA,61.556817,NA,11.5772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,-0.23,0,0,0,1
1997,CZE,-1.0372355,2987.235,66.6731163,1991682.666,12.1937,11.64091067,2.736028231,5.947081934,0.626605845,1.294583743,0.175529971,0.095195888,0.529853484,0.003615034,0.232416543,0,0,0,0,0.42,0,0,0,1
1998,CZE,-2.4501382,3019.696,73.2123913,2210791.652,13.9559,11.33996502,2.700163987,5.774944912,0.608107959,1.23982737,0.193686275,0.098878608,0.509817377,0.003256752,0.211281782,1,0,0,0,0.93,0,0,0,1
1999,CZE,-2.0298472,3048.359,75.4393631,2299662.615,15.1836,11.72676367,2.835807287,5.887167932,0.623265339,1.25966304,0.25521135,0.098797101,0.530773511,0.00356574,0.232512368,0,0,0,0,1.67,0,0,0,1
2000,CZE,-0.1506873,3110.659,76.8290571,2389889.979,16.9895,12.25562693,3.121733663,6.222504019,0.653628415,1.135366073,0.253442629,0.1059463,0.523204001,0.003682178,0.236119656,0,0,0,0,1.8,0,0,0,1
2001,CZE,0.7762314,3175.834,80.5854486,2559260.076,22.7059,12.27983834,3.096715365,6.265639101,0.653860862,1.1579128,0.217445661,0.151528172,0.508545424,0.003321272,0.224869682,0,0,0,0,-0.78,0,0,0,1
2002,CZE,-0.2442903,3258.69,82.7808778,2697572.187,25.8319,13.09807395,3.324582024,6.350525144,0.692882292,1.197743666,0.242699715,0.395726203,0.590419789,0.003855319,0.299639804,1,0,0,0,-2.05,0,0,0,1
2003,CZE,0.0818006,3364.473,83.8510049,2821144.42,28.1584,12.97313946,3.336270179,6.330693272,0.689649203,1.118340478,0.260674354,0.454000154,0.539922731,0.003438321,0.240150768,0,0,0,0,-1.87,0,0,0,1
2004,CZE,0.7348434,3503.586,87.2461701,3056744.601,28.3675,11.94977166,2.942476776,6.044731376,0.633778824,1.082884059,0.245620782,0.083716513,0.696885176,0.003336883,0.216341267,0,0,0,0,-0.49,0,0,0,1
2005,CZE,2.5082368,3670.266,87.3290053,3205206.79,27.7022,12.18479885,3.053125942,6.088593118,0.633594065,1.448611682,0.232590297,0.077186908,0.427741512,0.004149498,0.219205825,0,0,0,0,0.67,0,0,0,1
2006,CZE,4.9000659,3829.282,87.900229,3365947.647,27.5599,12.47770447,3.027795162,6.289046123,0.637651035,1.522780666,0.227721902,0.068331425,0.441955775,0.00347599,0.258946392,1,0,0,0,1.23,0,0,0,1
2007,CZE,5.7103176,4011.6,91.0122327,3651046.727,27.3254,12.7413598,2.990786154,6.318188105,0.622533802,1.970311677,0.19999744,0.057901204,0.359321613,0.003286729,0.219033077,0,0,0,0,1.1,0,0,0,1
2008,CZE,4.3507355,4173.039,92.8411975,3874299.38,28.1181,12.74620135,2.933691717,6.483623886,0.591719889,1.938105258,0.190718354,0.055003493,0.349740654,0.004207212,0.19939089,0,0,1,0,-0.79,0,0,0,1
2009,CZE,-1.855008,4230.261,95.2437612,4029059.685,33.356,13.13596823,2.779134805,6.76398518,0.600090391,1.917469733,0.385673115,0.07056237,0.390785971,0.003673314,0.224593347,0,0,1,0,-4.97,0,0,0,1
2010,CZE,-0.9549821,4293.887,93.8862385,4031368.99,37.0685,13.35898553,2.353394101,7.38235574,0.580423178,1.922151016,0.359257613,0.105745716,0.424247943,0.003423155,0.227987069,1,0,0,0,-3.84,0,0,0,1
2011,CZE,-0.4531066,4347.446,93.8669243,4080813.846,39.7223,13.45748718,2.256535179,7.752424197,0.676262163,1.685497124,0.279968664,0.135218126,0.446749121,0.003577718,0.221254885,0,0,0,1,-3.82,0,0,0,1
2012,CZE,-1.7056834,4368.283,95.2288593,4159866.072,44.1513,13.46238053,2.150886554,7.84594971,0.674348633,1.690078449,0.224358185,0.179140383,0.477395177,0.002620277,0.217603159,0,0,0,1,-3.19,0,0,0,1
2013,CZE,-2.6436772,4408.345,96.528452,4255307.187,44.4202,13.46586685,2.140856018,7.815534469,0.655393342,1.652595145,0.240476176,0.241204678,0.502360912,0.002726008,0.214720104,1,0,0,0,-3,0,0,0,1
2014,CZE,-2.4396465,4498.639,99.0174732,4454438.666,41.8543,13.07210725,2.107830123,7.612743724,0.616486208,1.562912978,0.223731894,0.272447348,0.487064738,0.001998007,0.186892235,0,0,0,0,-2.46,0,0,0,1
2015,CZE,-0.0980383,4629.917,100,4629917,39.6951,12.88390267,2.106452448,7.523223418,0.599859566,1.553224388,0.190975346,0.266765041,0.450267251,0.002159866,0.190975346,0,0,0,0,-1.6,0,0,0,1
2016,CZE,-0.3038348,4757.191,101.1414506,4811491.985,36.5809,12.66336932,2.076964906,7.374635583,0.566435527,1.538129965,0.177741125,0.254141544,0.482449105,0.002306977,0.190564591,0,0,0,0,-1.77,0,0,0,1
2017,CZE,1.7658862,4901.324,102.463313,5022058.951,34.2353,12.54724419,2.105729961,7.369706401,0.54690716,1.54512324,0.160910098,0.221044797,0.384384178,0.002548755,0.210889599,1,0,0,0,-1.42,0,0,0,1
2018,CZE,2.2731294,5034.059,105.0941344,5290500.731,32.0584,12.65759205,2.175030415,7.399016083,0.532029035,1.646384802,0.146148737,0.182421296,0.36272559,0.003685851,0.21015024,0,0,0,0,-0.46,0,0,0,1
2019,CZE,2.9834349,5150.812,109.1811964,5623718.166,30.0486,12.89010186,2.27450943,7.559251503,0.524741801,1.664183681,0.147518061,0.154968648,0.357397,0.004196512,0.203335225,0,0,0,0,-0.1,0,0,0,1
2020,CZE,-3.6734909,5203.738,113.8960802,5926853.606,37.6559,13.80069518,2.589215294,7.899925173,0.581421481,1.780219439,0.209048524,0.145439732,0.399689305,0.00393126,0.191804974,0,1,0,0,-5.17,0,0,0,1
2021,CZE,-1.2847966,5257.788,117.6907563,6187930.462,42.0212,13.46193215,2.429309782,7.831390527,0.539760429,1.729495841,0.173078868,0.136232947,0.427703578,0.003652271,0.191307903,1,1,0,0,-1.53,0,0,0,1
1995,BGR,7.4703393,55.5061,2.1385173,1187.007551,NA,9.098509938,0.935124633,5.44225687,NA,0.606567329,0.572869144,1.171011927,0.101094555,NA,0.26958548,0,0,0,0,-0.45,0,0,0,1
1996,BGR,13.8060887,55.1442,3.4850656,1921.811545,NA,10.10504909,0.973040257,6.030768226,NA,0.608800589,0.577580046,1.175973787,0.104068477,NA,0.629614284,0,0,0,0,-0.23,0,0,0,1
1997,BGR,-1.8055079,54.8902,35.3110712,19382.3176,96.2266,8.453581421,0.897209527,5.587567091,NA,0.571139129,0.508711094,0.1026709,0.093384085,NA,0.69238366,1,0,0,0,0.42,0,0,0,1
1998,BGR,1.7371031,54.9863,47.2995373,26008.26548,67.4545,9.729214746,1.100803897,6.494858342,NA,0.66094373,0.580969154,0.076898631,0.11457896,NA,0.700546525,0,0,0,0,0.93,0,0,0,1
1999,BGR,-7.5953196,55.4566,48.8694802,27101.35216,75.345,11.08653171,1.228351995,6.999281767,0.000368985,0.732804765,0.771179234,0.256444769,0.22508102,NA,0.873388157,0,0,0,0,1.67,0,0,0,1
2000,BGR,-5.4559879,56.6881,52.4764617,29747.90908,70.7171,11.97529544,1.441445847,7.532294097,0.000672316,1.140920523,0.792660752,0.172449095,0.429610026,NA,0.465242783,0,0,0,0,1.8,0,0,0,1
2001,BGR,-4.2479028,58.1131,55.6868391,32361.34849,64.5051,12.02452982,1.891762947,7.038334637,0.001236042,1.636829195,0.376065911,0.175518026,0.278727569,NA,0.626055493,1,0,0,0,-0.78,0,0,0,1
2002,BGR,-1.4933231,59.805,57.8298673,34585.15214,51.0055,12.49380076,NA,8.622197144,NA,2.702604853,0.602859861,0.178978539,NA,NA,0.387449503,0,0,0,0,-2.05,0,0,0,1
2003,BGR,-0.441245,62.272,59.0960036,36800.26336,43.3786,12.15181521,1.144013552,7.289621744,0.001358686,1.055970704,0.463583639,0.468474908,0.276356718,NA,1.452435258,0,0,0,0,-1.87,0,0,0,1
2004,BGR,0.028122,66.015,62.3944775,41189.71432,35.728,11.04838932,2.037887404,6.538525562,0.001456674,1.097604117,0.354700202,0.410782164,0.215102244,NA,0.392330956,0,0,0,0,-0.49,0,0,0,1
2005,BGR,0.7810068,70.1453,66.5089376,46652.89381,26.5817,10.64799972,1.890129268,6.542359436,0.001714792,1.005511045,0.30544729,0.319808672,0.206203715,NA,0.377039848,1,0,0,0,0.67,0,0,0,1
2006,BGR,1.8072852,74.1618,71.002602,52656.80769,20.8721,11.01339077,2.291821424,6.680617672,0.001709181,0.997401899,0.29075063,0.313919524,0.161042805,NA,0.27593773,0,0,0,0,1.23,0,0,0,1
2007,BGR,2.9325793,78.2321,78.8494073,61685.54717,16.3159,10.41394669,1.732334476,6.088298106,0.001459013,1.51461735,0.229713452,0.274780735,0.109588069,0.019939841,0.443053539,0,0,0,0,1.1,0,0,0,1
2008,BGR,3.9431799,82.2201,85.2389357,70083.53817,13.016,11.0717869,2.575355136,6.220433662,0.001854929,1.266345883,0.291366568,0.328607839,0.063210279,NA,0.324612607,0,0,1,0,-0.79,0,0,0,1
2009,BGR,-1.6229141,83.9643,88.5956607,74388.72634,13.6633,12.66656987,0.276520395,9.085785351,NA,1.973148449,0.399791762,0.165750922,0.007662451,NA,0.757776114,1,0,1,0,-4.97,0,0,0,1
2010,BGR,-0.4568805,84.2602,89.2727382,75221.38775,15.2984,12.8016782,0.239293644,9.620003321,NA,1.99384782,0.480980225,0.183192579,0.0087741,NA,0.275719455,0,0,0,0,-3.84,0,0,0,1
2011,BGR,1.0966037,84.7087,94.7299687,80244.525,15.1523,12.29217819,0.173594398,9.234399481,NA,1.835888492,0.465826173,0.184685497,0.01233729,NA,0.385446858,0,0,0,1,-3.82,0,0,0,1
2012,BGR,1.2338498,85.2324,95.7835002,81638.57602,16.5788,12.4496292,0.231508203,9.156455641,NA,1.786410385,0.499518757,0.190596171,0.012739076,NA,0.572400969,0,0,0,1,-3.19,0,0,0,1
2013,BGR,-0.3744226,86.1229,95.8524276,82550.89037,16.9978,13.43825603,0.276677815,9.662403354,NA,1.924873242,0.499328351,0.233068352,0.052694768,NA,0.789210143,1,0,0,0,-3,0,0,0,1
2014,BGR,-1.5539416,87.9975,97.1375593,85478.62375,27.0053,13.10678566,0.253045721,9.809938009,NA,2.06390782,0.468538194,0.024099593,0.063992607,NA,0.423146729,0,0,0,0,-2.46,0,0,0,1
2015,BGR,-1.0518401,90.5522,100,90552.2,25.9136,12.84938411,0.220646213,9.616663096,NA,2.008786092,0.435549882,0.03401353,0.063609719,NA,0.470226013,0,0,0,0,-1.6,0,0,0,1
2016,BGR,-0.5148993,92.8013,103.3220819,95884.23519,29.09,12.26176543,0.206186136,9.322596131,NA,1.934416014,0.468585893,0.049121735,0.059863855,NA,0.221099954,0,0,0,0,-1.77,0,0,0,1
2017,BGR,-0.1997981,95.0635,108.2921704,102946.3274,25.0948,12.22841098,0.236725298,8.989927308,NA,1.884379996,0.443920644,0.05381445,0.064791044,NA,0.55465796,1,0,0,0,-1.42,0,0,0,1
2018,BGR,-0.0729109,97.4918,112.8757963,110044.6456,22.1028,11.94442486,0.250625552,8.828325948,NA,1.917403604,0.453543194,0.057522108,0.064064907,NA,0.372939545,0,0,0,0,-0.46,0,0,0,1
2019,BGR,1.2959511,100.058,118.7868506,118855.747,19.9991,11.59741986,0.454248123,8.51132592,NA,1.786198862,0.423791035,0.063438245,0.072104212,NA,0.286397594,0,0,0,0,-0.1,0,0,0,1
2020,BGR,-4.9254667,102.3854,123.8446239,126798.8136,24.5489,12.41920138,0.545904162,9.001346053,NA,1.837714356,0.594485058,0.065300296,0.067823978,NA,0.306627475,0,1,0,0,-5.17,0,0,0,1
2021,BGR,-0.1058824,104.8852,132.6780713,139159.6604,23.9317,13.34898342,0.622594218,9.992550971,NA,1.796210189,0.473628635,0.074375002,0.079692635,NA,0.309859911,1,1,0,0,-1.53,0,0,0,1
1995,EST,-2.6761286,9.49604,30.9637294,2940.328129,7.95,10.64507042,1.826326778,5.550400936,0.234667687,1.802519912,0.183652972,0.578166764,0.258474553,0.013603924,0.193855915,1,0,0,0,-0.45,0,0,0,1
1996,EST,-2.116732,9.90848,37.9427637,3759.551153,7.4838,10.80182137,1.689031414,5.990076763,0.236730387,1.702330874,0.180872655,0.348445851,0.484100342,0.010639568,0.159593519,0,0,0,0,-0.23,0,0,0,1
1997,EST,4.4943594,10.49284,41.7075945,4376.311159,6.8751,10.83560978,1.642936194,5.998202378,0.244498154,1.695491872,0.189657447,0.201082594,0.676368725,0.018280236,0.166807152,0,0,0,0,0.42,0,0,0,1
1998,EST,2.6873789,11.14086,44.5831651,4966.948007,5.927,10.84166774,1.703259222,5.955367352,0.239583744,1.82204444,0.203344186,0.14697154,0.575806309,0.022146397,0.171131246,0,0,0,0,0.93,0,0,0,1
1999,EST,-3.610411,11.81833,47.4636663,5609.412713,6.4362,11.23112226,1.690016493,6.481961991,0.262059519,1.640100394,0.304844747,0.108745787,0.547294371,0.012479025,0.185402653,1,0,0,0,1.67,0,0,0,1
2000,EST,-0.3232035,12.58145,49.2125297,6191.649818,5.1137,10.47539863,1.466491205,6.124377365,0.239031606,1.690987105,0.248722077,0.085599156,0.450606879,0.009690471,0.158277685,0,0,0,0,1.8,0,0,0,1
2001,EST,-0.1258155,13.31045,52.5592574,6995.873677,4.7717,9.984457014,1.569496607,5.697644332,0.194400308,1.505172976,0.234423901,0.065753045,0.527453778,0.011435312,0.180106168,0,0,0,0,-0.78,0,0,0,1
2002,EST,0.3981294,14.13757,55.1124219,7791.557225,5.6618,9.809335643,1.637670062,5.66510631,0.136044692,1.47467312,0.213051121,0.069305786,0.435086325,0.014117845,0.165563823,0,0,0,0,-2.05,0,0,0,1
2003,EST,1.3613646,15.06751,57.2555611,8626.987394,5.6001,9.884099292,1.685408745,5.823585651,0.077663264,1.380551455,0.299061524,0.063753426,0.347745958,0.016228145,0.191260277,1,0,0,0,-1.87,0,0,0,1
2004,EST,1.8216375,16.01995,59.9410978,9602.533897,5.1128,10.18377035,1.754745173,5.762020795,0.146836243,1.826601206,0.298879445,0.038531496,0.178077997,0.008331134,0.169746862,0,0,0,0,-0.49,0,0,0,1
2005,EST,4.8321366,17.04221,63.4918511,10820.4146,4.6997,10.07539952,1.764257721,5.785360573,0.135854314,1.742077425,0.259694301,0.024028654,0.192229233,0.013862685,0.158958789,0,0,0,0,0.67,0,0,0,1
2006,EST,8.5269772,18.06961,69.1925203,12502.81857,4.629,9.992146917,1.805992775,5.942660017,0.126371505,1.766001792,0.18475834,0.019195672,0.13756898,0.015196573,-0.004798918,0,0,0,0,1.23,0,0,0,1
2007,EST,11.210071,18.97013,77.7435807,14748.05833,3.7649,10.03386322,1.810407812,5.91128663,0.115947467,1.706665342,0.201382442,0.01017083,0.104420525,0.021019716,0.151884401,1,0,0,0,1.1,0,0,0,1
2008,EST,3.0462985,19.42236,83.0320945,16126.79231,4.5096,11.61235269,2.095891071,6.616938939,0.120916793,1.989236259,0.380112789,0.009921378,0.102934295,0.03038422,0.266016944,0,0,1,0,-0.79,0,0,0,1
2009,EST,-11.2004664,19.24127,82.7093975,15914.33849,7.2397,13.33702938,2.134553065,7.376995285,0.11624737,2.193619297,1.21022938,0.018850925,0.118132463,0.013195647,0.155205949,0,0,1,0,-4.97,0,0,0,1
2010,EST,-8.5201528,19.13404,84.2166182,16114.04141,6.661,12.62004948,1.923788031,7.355076046,0.103015746,2.171398168,0.718627916,0.038475761,0.150179582,0.014893843,0.145214967,0,0,0,0,-3.84,0,0,0,1
2011,EST,-2.6563515,19.28744,88.8264776,17132.35357,6.1605,11.91838583,1.969957009,6.944755109,0.089888409,2.013150141,0.521236032,0.043776822,0.155845488,0.020429184,0.158763943,1,0,0,1,-3.82,0,0,0,1
2012,EST,-0.7586066,19.52935,92.4436051,18053.63519,9.8372,11.92336046,2.135857936,6.887809501,0.080316235,1.87939989,0.594894041,0.036557734,0.147892653,0.012185911,0.147338748,0,0,0,1,-3.19,0,0,0,1
2013,EST,-0.9081254,19.84407,96.1702331,19084.08838,10.228,11.52950016,2.003239518,6.829249448,0.072835546,1.822984641,0.562248497,0.034059788,0.122615236,0.013623915,0.068119576,0,0,0,0,-3,0,0,0,1
2014,EST,-0.1392796,20.28426,98.9742304,20076.19023,10.6239,11.48624303,1.990417482,6.874810332,0.067741936,1.806617669,0.498600575,0.027395636,0.124027516,0.015441177,0.081688806,0,0,0,0,-2.46,0,0,0,1
2015,EST,-0.7219432,20.78139,100,20781.39,10.0691,12.37982637,2.064346995,7.134748927,0.064961968,2.2606765,0.544718135,0.022616389,0.132329936,0.018285591,0.137141933,1,0,0,0,-1.6,0,0,0,1
2016,EST,-0.3487405,21.35688,102.1873003,21824.0191,9.9968,12.76116918,2.130221743,7.281885123,0.062774872,2.350162899,0.577803747,0.021994116,0.156708074,0.021077694,0.158540917,0,0,0,0,-1.77,0,0,0,1
2017,EST,1.7281705,22.13259,105.8562084,23428.72059,9.1216,12.81290623,2.153766775,7.160442215,0.059328891,2.474740341,0.599264477,0.020914501,0.176279365,0.026463246,0.142133241,0,0,0,0,-1.42,0,0,0,1
2018,EST,1.3564812,23.05437,110.9773143,25585.12065,8.2037,12.95088675,2.158676551,7.152985615,0.067226574,2.659358184,0.599958085,0.019933461,0.166112173,0.021887722,0.105139234,0,0,0,0,-0.46,0,0,0,1
2019,EST,1.0817837,23.98153,114.536388,27467.57825,8.5483,13.20101819,2.141433783,7.258375609,0.064439609,2.690444688,0.683715172,0.021115804,0.16419358,0.014926689,0.162737317,1,0,0,0,-0.1,0,0,0,1
2020,EST,-3.1180255,24.88326,113.927638,28348.91038,18.5487,14.24040623,2.308377964,7.743860243,0.065610987,2.70169114,1.030374699,0.025750549,0.15485604,0.021517582,0.188367028,0,1,0,0,-5.17,0,0,0,1
2021,EST,1.4928289,25.65623,120.7597536,30982.40013,17.5994,13.67873367,2.153157913,7.52814498,0.065198306,2.565327401,0.956994935,0.028080458,0.163318529,0.020656889,0.197854265,0,1,0,0,-1.53,0,0,0,1
1995,NLD,-1.3320694,475.8402,70.1908032,333996.0583,73.138,18.47566714,6.231810071,5.997076762,0.687133858,1.342231409,1.644929592,0.3670702,2.10870752,0.015269641,0.081438087,0,0,0,0,-0.45,1,0,0,0
1996,NLD,-1.2596092,492.1272,70.9209525,349021.2978,71.3854,17.69376264,5.432619763,5.893623149,0.665575429,1.246915311,1.949737751,0.367599344,2.042282246,0.015471835,0.079937815,0,0,0,0,-0.23,1,0,0,0
1997,NLD,-0.4941628,509.4821,72.7952452,370878.7439,65.8056,16.59410279,5.339211352,5.480227792,0.599117646,1.176934529,1.667660954,0.377212235,1.865299674,0.015368905,0.073069704,0,0,0,0,0.42,1,0,0,0
1998,NLD,0.4981265,527.9788,74.3099205,392340.6265,62.7031,16.0549267,5.257166504,5.481206519,0.452922761,1.181881173,1.241523225,0.387928218,1.964619384,0.01376355,0.073915363,1,0,0,0,0.93,1,0,0,0
1999,NLD,1.8598848,547.1437,75.2635923,411800.0037,58.6012,15.65905766,5.154443859,5.449489995,0.428363279,1.172656619,1.21491014,0.382467214,1.771976672,0.013598834,0.071151044,0,0,0,0,1.67,1,0,0,0
2000,NLD,2.6662972,565.6219,77.8378844,440268.1207,52.0985,15.1841564,5.071909355,5.309718988,0.400437805,1.170196014,1.064124287,0.356600882,1.721451008,0.012946656,0.0767714,0,0,0,0,1.8,1,0,0,0
2001,NLD,1.8757738,583.2749,81.0952869,473008.4536,49.4709,15.15702298,5.042193183,5.278341182,0.378640167,1.217948634,1.065731482,0.336357625,1.742040747,0.01247335,0.083296609,0,0,0,0,-0.78,1,0,0,0
2002,NLD,-0.3759495,597.7541,84.1530188,503028.1202,48.8142,15.11804151,5.361330494,5.311830279,0.363001575,1.174487024,0.800750463,0.354254549,1.674459073,0.012722947,0.065205102,1,0,0,0,-2.05,1,0,0,0
2003,NLD,-2.2627715,610.2421,85.9793747,524682.3417,50.0074,15.32241389,5.405175235,5.36667575,0.344589451,1.149838582,1.017949257,0.313713626,1.658146141,0.012197857,0.054127989,1,0,0,0,-1.87,1,0,0,0
2004,NLD,-2.1218683,621.4592,87.0146007,540760.2414,50.3116,15.20008198,5.330273529,5.360971052,0.320844594,1.115836472,1.13562343,0.311968202,1.555402812,0.012944739,0.056217151,0,0,0,0,-0.49,1,0,0,0
2005,NLD,-1.6566641,631.2045,88.7450945,560163.03,49.7814,14.85924553,5.061383647,5.334161378,0.293485987,1.070224145,1.174122469,0.30580383,1.558117821,0.012853401,0.049092851,0,0,0,0,0.67,1,0,0,0
2006,NLD,-0.062093,642.6306,91.0179514,584909.2072,45.1833,14.72023332,4.724664898,5.303729129,0.271837061,1.100341715,0.997590725,0.350310779,1.913117431,0.010087036,0.048554544,1,0,0,0,1.23,1,0,0,0
2007,NLD,1.709547,655.26,92.9040299,608762.9463,42.99,14.70473861,4.601626983,5.444812336,0.257242989,1.298370745,0.806060886,0.358267535,1.882998969,0.012484334,0.042873832,0,0,0,0,1.1,1,0,0,0
2008,NLD,2.1438148,666.6349,95.0467005,633614.4768,54.6967,15.08772345,4.657090562,5.553061252,0.234053996,1.516537319,0.707370201,0.344373445,2.024259304,0.012783799,0.038193572,0,0,1,0,-0.79,1,0,0,0
2009,NLD,-2.63305,673.6963,95.256469,641739.3072,56.77,15.98920291,4.802573203,5.850973998,0.224234356,1.651293583,0.98513523,0.337364406,2.08698452,0.01386856,0.036775058,0,0,1,0,-4.97,1,0,0,0
2010,NLD,-1.9861616,678.2362,96.1522739,652139.5287,59.2457,16.45123402,4.926246391,6.033218087,0.214064619,1.643206634,1.155427584,0.344864849,2.082836479,0.013034021,0.038335354,1,0,0,0,-3.84,1,0,0,0
2011,NLD,-1.2118767,683.3586,96.3384761,658337.2615,61.6947,16.58557192,4.886705019,6.244215906,0.188657102,1.606471427,1.065411364,0.353466245,2.19158186,0.015949272,0.033113726,0,0,0,1,-3.82,1,0,0,0
2012,NLD,-2.6653209,686.4166,97.7316354,670846.1688,66.2165,16.53285137,4.805125452,6.417715715,0.164121083,1.488120595,1.143183096,0.350900118,2.131189036,0.014608416,0.017887856,1,0,0,1,-3.19,1,0,0,0
2013,NLD,-3.1594944,689.0213,98.9825878,682011.1132,67.6751,16.64679619,4.640393593,6.519688483,0.141200045,1.39836431,1.347778624,0.365976441,2.206269034,0.014222642,0.012903016,0,0,0,0,-3,1,0,0,0
