year,ccode,OG,PO,DEFLATE,nomPO,PDEBT,SOCIAL,SICK,OLD,SURV,FAMI,UNEM,HOUS,EXCL,RDSO,OTHS,ELEC,COVID,FINCRI,EURCRI,USGAP,Continental,Nordic,Southern,Eastern
1995,AUT,-0.5321166,243.3617,72.9587014,177553.536,68.3205,21.74808842,2.265795483,11.96754538,1.904890252,3.195317946,1.361335884,0.07034498,0.742142359,0.013291766,0.227424364,1,0,0,0,-0.45,1,0,0,0
1996,AUT,-0.4951733,248.9871,73.6782241,183449.2735,68.2596,21.72535177,2.158471344,12.10301877,1.899871247,3.035498529,1.403494247,0.078550325,0.80174752,0.013627745,0.231072052,0,0,0,0,-0.23,1,0,0,0
1997,AUT,-0.8283914,255.054,74.6117239,190300.1863,63.4934,21.05131938,2.008248166,12.00524311,1.855647159,2.802782333,1.246189006,0.089858031,0.744507942,0.013977916,0.284970819,0,0,0,0,0.42,1,0,0,0
1998,AUT,0.1335495,261.6506,74.941437,196084.7196,63.859,20.96848755,2.061812878,12.1391917,1.836043119,2.626925755,1.305507133,0.108065534,0.604279621,0.015860491,0.270801315,0,0,0,0,0.93,1,0,0,0
1999,AUT,1.0735211,268.4359,75.1335492,201685.419,66.6905,21.30168865,2.027315619,12.32885358,1.820409238,2.846363425,1.262213209,0.115823941,0.612736412,0.016213368,0.271759854,1,0,0,0,1.67,1,0,0,0
2000,AUT,1.8189299,275.466,76.1584015,209790.5023,66.1242,21.15772617,1.888932033,12.37029309,1.777821188,2.941887232,1.147668733,0.121406831,0.620142469,0.01668331,0.272938953,0,0,0,0,1.8,1,0,0,0
2001,AUT,0.6390151,282.2272,77.6412859,219124.8272,66.729,20.74894962,1.672425734,12.28797318,1.735996805,2.828114038,1.109732763,0.122213445,0.724837993,0.016885353,0.250770306,0,0,0,0,-0.78,1,0,0,0
2002,AUT,0.0081909,288.698,78.5307411,226716.6789,66.728,20.87402666,1.712666231,12.13329347,1.707726144,2.825861789,1.267926124,0.1370874,0.735190727,0.014555612,0.339807377,1,0,0,0,-2.05,1,0,0,0
2003,AUT,-1.2818471,295.2242,79.5575718,234873.2049,65.8529,20.70334078,1.736809442,12.09231169,1.67379672,2.833954603,1.331569517,0.132497021,0.622718969,0.015625452,0.264057367,0,0,0,0,-1.87,1,0,0,0
2004,AUT,-0.8932138,302.1096,80.9416499,244532.4947,65.1894,20.37770074,1.814564565,11.89829598,1.628045387,2.785560261,1.270301521,0.125831947,0.620408344,0.008301555,0.226432074,0,0,0,0,-0.49,1,0,0,0
2005,AUT,-0.9489291,309.0628,82.9957823,256509.0887,68.6425,20.04018659,1.821806792,11.61888655,1.569379089,2.719591745,1.23905941,0.124751915,0.706641628,0.008537709,0.231570742,0,0,0,0,0.67,1,0,0,0
2006,AUT,0.3647569,315.5529,84.5661962,266851.0845,67.309,19.93040429,1.817717926,11.61640398,1.553000996,2.625396862,1.233422006,0.147760314,0.678280923,0.011017381,0.247403904,1,0,0,0,1.23,1,0,0,0
2007,AUT,2.1829512,321.4908,86.4445602,277911.3081,65.0313,19.82909597,1.850230577,11.63583455,1.534950135,2.536420719,1.22121695,0.12154957,0.703030047,0.010291053,0.215608355,0,0,0,0,1.1,1,0,0,0
2008,AUT,2.0915133,326.4781,88.1356944,287743.7405,68.6985,19.99171204,1.871873908,11.79872756,1.529485921,2.610656269,1.078494356,0.1441908,0.747088363,0.010321684,0.200942686,1,0,1,0,-0.79,1,0,0,0
2009,AUT,-2.6853388,329.61,89.8008105,295992.4515,79.854,20.66539187,1.927751864,12.1191942,1.519667133,2.638310525,1.319121478,0.155781,0.769614221,0.0081421,0.207809354,0,0,1,0,-4.97,1,0,0,0
2010,AUT,-1.6660339,332.1858,90.5848209,300909.912,82.6967,21.04390632,1.960221237,12.40939514,1.51723151,2.626832711,1.375162411,0.166096224,0.771127805,0.008407832,0.209464685,0,0,0,0,-3.84,1,0,0,0
2011,AUT,0.2879629,335.2335,92.2456123,309238.1947,82.4444,20.75390463,1.982226033,12.4140228,1.494737739,2.428289949,1.283670668,0.137175811,0.789456167,0.01244995,0.211843172,0,0,0,1,-3.82,1,0,0,0
2012,AUT,0.0326508,338.376,94.1405546,318549.043,81.9201,20.91784655,1.971658725,12.60816847,1.491355916,2.371534357,1.305576046,0.122963797,0.833968916,0.012556936,0.200031993,0,0,0,1,-3.19,1,0,0,0
2013,AUT,-0.9088578,341.6782,95.6692918,326881.1142,81.2662,21.10908126,1.967657268,12.76152038,1.484270516,2.308056254,1.380654863,0.115363043,0.870714115,0.008412845,0.212431973,1,0,0,0,-3,1,0,0,0
2014,AUT,-1.1794795,344.8795,97.7507755,337122.3858,84.0475,21.19734643,1.946118169,12.87467158,1.468250169,2.23980973,1.420671009,0.110849951,0.92111949,0.008157275,0.207669389,0,0,0,0,-2.46,1,0,0,0
2015,AUT,-1.2895473,348.7667,100,348766.7,84.8942,20.91283371,1.899894686,12.63913671,1.43680575,2.276679511,1.379948258,0.109758185,0.953531401,0.010121379,0.206929159,0,0,0,0,-1.6,1,0,0,0
2016,AUT,-0.5531154,353.0711,101.8482947,359596.8944,82.8406,20.87670977,1.863670155,12.59346249,1.411135657,2.25519189,1.374149798,0.11062387,1.071199462,0.010178063,0.18709839,0,0,0,0,-1.77,1,0,0,0
2017,AUT,0.5132412,357.2151,102.8724141,367475.7969,78.5006,20.70237024,1.827412868,12.64937729,1.389315988,2.175354151,1.309528421,0.106455991,1.044857929,0.014041741,0.18605307,1,0,0,0,-1.42,1,0,0,0
2018,AUT,1.7748968,361.3433,104.7632754,378555.0765,74.0828,20.52892824,1.805259109,12.62421322,1.374885802,2.149515488,1.239819591,0.103789389,1.029493525,0.013762859,0.188189261,0,0,0,0,-0.46,1,0,0,0
2019,AUT,2.1774026,365.3813,106.3836192,388705.8508,70.6329,20.61108672,1.809465946,12.8397347,1.367846661,2.070846112,1.217115716,0.095779366,1.00518168,0.014278149,0.19086412,1,0,0,0,-0.1,1,0,0,0
2020,AUT,-5.3160657,368.8504,109.1055528,402436.2679,82.9252,21.55546279,1.754041711,13.08090354,1.362700243,2.25307725,1.800260209,0.093654581,1.011787536,0.014163733,0.184898842,0,1,0,0,-5.17,1,0,0,0
2021,AUT,-2.3015849,373.7589,111.2259182,415716.7684,82.2758,21.40149418,1.72971132,13.26068713,1.344882003,2.041053103,1.710347174,0.084480595,1.037292774,0.014360739,0.1787034,0,1,0,0,-1.53,1,0,0,0
1995,BEL,-0.660503,288.1416,73.53629,211888.6426,131.2865,17.62043475,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,-0.45,1,0,0,0
1996,BEL,-1.3099579,293.8705,73.8867785,217131.4454,129.0046,17.66077683,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,-0.23,1,0,0,0
1997,BEL,0.1525268,300.5649,74.4465628,223760.237,124.2707,17.71047462,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.42,1,0,0,0
1998,BEL,-0.1692667,307.4492,75.7908023,233018.2153,119.1859,17.30371162,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.93,1,0,0,0
1999,BEL,0.9361633,314.8549,76.2447117,240060.2108,115.3621,17.08525535,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1.67,1,0,0,0
2000,BEL,2.0939947,322.8537,77.780751,251118.0325,109.5887,16.77155542,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1.8,1,0,0,0
2001,BEL,0.7107792,330.8868,79.3229898,262469.3026,108.2171,16.7973548,2.357151842,6.878404377,2.032466253,2.119714551,2.363819288,0.03608041,0.814495249,0.012725298,0.182459432,0,0,0,0,-0.78,1,0,0,0
2002,BEL,0.1304662,338.4851,80.623893,272899.8648,105.4363,17.1245596,2.384867432,7.004327397,2.02191379,2.129279178,2.544413133,0.039318451,0.810993439,0.008354713,0.181092065,0,0,0,0,-2.05,1,0,0,0
2003,BEL,-0.9433378,345.7059,82.1155065,283878.1508,101.6595,17.25539633,2.458977551,7.030093702,1.992615488,2.109179584,2.607668107,0.051148706,0.819894026,0.004614656,0.181239732,1,0,0,0,-1.87,1,0,0,0
2004,BEL,0.3998601,353.2615,83.6880111,295637.5233,97.1697,17.33812387,2.464267701,7.139046411,1.959595634,2.071049686,2.643372165,0.069240196,0.796482115,0.008219525,0.186884261,0,0,0,0,-0.49,1,0,0,0
2005,BEL,0.5938926,360.7661,85.4312944,308207.149,95.1418,17.19314434,2.494036892,7.134033092,1.935451536,2.049855112,2.555975754,0.067162621,0.775192921,0.008176319,0.17322765,0,0,0,0,0.67,1,0,0,0
2006,BEL,1.1527567,367.9301,87.3660631,321446.0433,91.4942,17.25826189,2.426783643,7.21747879,1.922219958,2.021738993,2.478176405,0.094199324,0.884938564,0.007404042,0.205353282,0,0,0,0,1.23,1,0,0,0
2007,BEL,2.7860202,375.3971,89.0537317,334305.1262,87.3246,17.27173635,2.463049279,7.368717398,1.888933045,2.034040003,2.325001739,0.08525146,0.890503844,0.007059419,0.209210073,1,0,0,0,1.1,1,0,0,0
2008,BEL,1.3961652,382.2435,90.7536298,346899.8509,93.1598,17.75423075,2.547939982,7.535979024,1.90994605,2.191122302,2.275786507,0.130152838,0.955174812,0.00605362,0.202075613,0,0,1,0,-0.79,1,0,0,0
2009,BEL,-1.9256468,387.2044,91.2375095,353275.6512,100.2167,18.83602783,2.677937177,7.815653273,1.942817167,2.364074617,2.590498374,0.152940062,1.029394465,0.006085899,0.256598494,0,0,1,0,-4.97,1,0,0,0
2010,BEL,-0.5371776,392.735,92.9637942,365101.3572,100.2732,18.75347726,2.668491861,7.959104898,1.907360754,2.369205107,2.485446801,0.163351899,0.980357901,0.005724438,0.214460994,1,0,0,0,-3.84,1,0,0,0
2011,BEL,-0.3958849,398.8234,94.6439284,377462.1331,103.4947,19.03099508,2.712669458,8.122033261,1.898309624,2.438363797,2.371310713,0.186588253,1.073962033,0.006570195,0.221214243,0,0,0,1,-3.82,1,0,0,0
2012,BEL,-0.7943535,403.3853,96.5000087,389266.8496,104.8107,19.42276875,2.818837518,8.39331683,1.890656758,2.448859956,2.353244313,0.167776938,1.099014726,0.006191126,0.244870582,0,0,0,1,-3.19,1,0,0,0
2013,BEL,-1.2466263,407.0937,97.726773,397839.5361,105.4857,19.80192838,3.012596515,8.781982893,1.875052458,2.306507817,2.378622319,0.169490445,1.023905276,0.005353917,0.248391603,0,0,0,0,-3,1,0,0,0
2014,BEL,-0.7214459,411.3323,98.6870808,405931.8393,107.0411,19.62644767,3.070811105,8.871144492,1.811437116,2.330489773,2.212637475,0.170964663,1.003690671,0.005715245,0.149557128,1,0,0,0,-2.46,1,0,0,0
2015,BEL,0.0734319,416.3956,100,416395.6,105.2304,19.40416758,3.147223458,8.916880966,1.764740069,2.270533118,1.960635511,0.198561176,0.991821239,0.005283437,0.148488601,0,0,0,0,-1.6,1,0,0,0
2016,BEL,0.0021351,421.9707,101.9208507,430076.1271,105.0052,19.40907545,3.224708168,8.979782314,1.727601122,2.189565848,1.815934321,0.179758873,1.116569764,0.00534789,0.169783895,0,0,0,0,-1.77,1,0,0,0
2017,BEL,0.3828947,427.1784,103.7862803,443352.5716,102.0203,19.39027887,3.25941495,9.15553503,1.694565563,2.174071071,1.627778987,0.213870418,1.108688731,0.005165189,0.151166373,0,0,0,0,-1.42,1,0,0,0
2018,BEL,0.8606054,432.7779,105.3947928,456125.371,99.8544,19.4356652,3.374247735,9.295996824,1.65127846,2.178326537,1.481588272,0.208846089,1.090906211,0.005217864,0.149257209,0,0,0,0,-0.46,1,0,0,0
2019,BEL,1.6771642,438.9224,107.2512603,470749.8057,97.6172,19.56684822,3.488094907,9.508830265,1.593309208,2.20951764,1.331195451,0.209176932,1.074158701,0.004524697,0.14801918,1,0,0,0,-0.1,1,0,0,0
2020,BEL,-4.8962049,444.1009,108.8715276,483499.4339,112.0353,21.48943571,3.56854606,9.66658836,1.564676082,2.227779237,2.927014802,0.202916473,1.129494601,0.004798351,0.197601059,0,1,0,0,-5.17,1,0,0,0
2021,BEL,-0.4107773,450.1126,112.0571913,504383.5372,109.1928,20.93537798,3.672998548,9.573706601,1.511389535,2.231040303,2.044218187,0.252625216,1.158086965,0.004996198,0.486316428,0,1,0,0,-1.53,1,0,0,0
1995,DNK,0.0229024,1524.589,67.9688068,1036244.952,NA,25.16818051,4.482530884,6.885341141,0.018528438,4.567549392,6.069993382,0.757542894,1.807970207,0.012545296,0.566275376,0,0,0,0,-0.45,0,1,0,0
1996,DNK,0.6338708,1559.279,69.3378237,1081170.124,NA,25.0082752,4.519455256,6.896139501,0.017388568,4.980067318,5.504499124,0.73623936,1.759945043,0.01396635,0.580574681,0,0,0,0,-0.23,0,1,0,0
1997,DNK,1.5287573,1595.934,70.7342316,1128871.652,NA,24.21683631,4.502371897,6.754355102,0.016565214,4.937762403,5.001542905,0.725768956,1.678755948,0.015856541,0.583680172,0,0,0,0,0.42,0,1,0,0
1998,DNK,1.3636447,1633.992,71.6057784,1170032.691,NA,23.81617217,4.519360905,6.741777442,0.015469653,5.045329116,4.621751207,0.724338736,1.537222006,0.019401167,0.591607402,1,0,0,0,0.93,0,1,0,0
1999,DNK,2.0062563,1671.565,72.8121595,1217102.574,NA,23.31036069,4.420580578,6.40907362,0.014131923,5.1385973,4.489679109,0.711443734,1.516799027,0.015939495,0.59419807,0,0,0,0,1.67,0,1,0,0
2000,DNK,3.3823097,1711.113,75.0096111,1283499.207,52.3543,23.10457213,4.390497454,6.290537585,0.011375153,5.101444524,4.415896769,0.673627218,1.611765702,0.018932618,0.590573018,0,0,0,0,1.8,0,1,0,0
2001,DNK,2.2715483,1743.936,76.8986643,1341063.49,48.5083,23.17421973,4.496655113,6.309544672,0.010514044,5.171865501,4.199353752,0.661042528,1.71043356,0.020804384,0.594006179,1,0,0,0,-0.78,0,1,0,0
2002,DNK,1.1633301,1771.262,78.7039738,1394053.58,49.081,23.25462985,4.592506407,6.271566691,0.010186122,5.092845856,4.217054554,0.661739271,1.798854818,0.01190772,0.598040141,0,0,0,0,-2.05,0,1,0,0
2003,DNK,0.2570392,1794.245,79.8702327,1433067.657,46.1501,23.79824835,4.761254619,6.360620838,0.009908813,5.298144832,4.328616288,0.68105647,1.750301173,0.010955519,0.59752936,0,0,0,0,-1.87,0,1,0,0
2004,DNK,1.6395141,1817.063,81.5440996,1481707.663,44.156,23.83196152,4.847514919,6.375481641,0.009381068,5.182601261,4.381768526,0.689137288,1.736239924,0.010258434,0.599578461,0,0,0,0,-0.49,0,1,0,0
2005,DNK,2.6060738,1842.005,83.914117,1545702.231,37.4122,23.33185479,4.838253999,6.631096078,0.008669199,5.093219019,3.927470556,0.688230876,1.52991951,0.01067476,0.604320794,1,0,0,0,0.67,0,1,0,0
2006,DNK,4.7802183,1874.366,85.656325,1605513.033,31.5494,22.70402,4.884420021,6.851205675,0.008221671,5.25476893,3.252978888,0.682896979,1.126991786,0.010650801,0.631947533,0,0,0,0,1.23,0,1,0,0
2007,DNK,3.9748285,1906.06,87.739727,1672371.84,27.346,22.31591031,4.943697209,6.977335852,0.007773391,5.017723808,2.83854337,0.667614685,1.250080843,0.011420905,0.601660454,1,0,0,0,1.1,0,1,0,0
2008,DNK,1.838658,1936.077,91.367495,1768945.056,33.3132,21.99559555,5.019545389,6.92785791,0.007518605,5.012196376,2.589452953,0.64456496,1.205181581,0.010910458,0.578367314,0,0,1,0,-0.79,0,1,0,0
2009,DNK,-4.104569,1955.186,91.8508498,1795854.956,40.1818,23.27682414,5.178814674,7.188164031,0.007628678,5.251203594,3.026580728,0.647825146,1.364364083,0.010078765,0.602164443,0,0,1,0,-4.97,0,1,0,0
2010,DNK,-3.1987499,1973.129,94.812188,1870766.777,42.5879,24.0420669,5.199418826,7.322558947,0.007804287,5.170072571,3.435489704,0.653742634,1.664718466,0.011492614,0.576822303,0,0,0,0,-3.84,0,1,0,0
2011,DNK,-2.7689053,1990.666,95.4176995,1899447.702,46.0709,24.00897901,5.126332244,7.581098435,0.007475857,4.976762451,3.447949629,0.670826577,1.624051032,0.012424664,0.562163411,1,0,0,1,-3.82,0,1,0,0
2012,DNK,-3.431385,2008.862,97.684045,1962337.66,44.8942,23.73699539,5.004643288,7.695566521,0.007440106,4.743016551,3.330313703,0.673992059,1.695732629,0.010191926,0.576098611,0,0,0,1,-3.19,0,1,0,0
2013,DNK,-3.4853117,2028.744,98.5516464,1999360.613,44.0456,23.66936694,4.906118454,7.854060891,0.007552414,4.757020788,3.209275984,0.667613432,1.751860058,0.01210387,0.503761049,0,0,0,0,-3,0,1,0,0
2014,DNK,-3.0878121,2053.142,99.5688065,2044288.985,44.2703,23.25708368,4.755296375,8.00116819,0.007435348,4.586778126,2.973063028,0.678720088,1.756405296,0.01178894,0.486428292,0,0,0,0,-2.46,0,1,0,0
2015,DNK,-2.4195957,2086.85,100,2086850,39.7737,22.91650095,4.619258691,8.114382922,0.006325323,4.430265711,2.635694947,0.686489206,1.929510985,0.021803196,0.472722045,1,0,0,0,-1.6,0,1,0,0
2016,DNK,-1.2384179,2128.819,100.2545952,2134238.871,37.1931,22.60866891,4.479489213,8.14894726,0.007168832,4.387231498,2.383238385,0.67330795,2.032387311,0.019444871,0.47740673,0,0,0,0,-1.77,0,1,0,0
2017,DNK,-0.4451089,2171.447,101.4422727,2202765.187,35.8934,22.1300937,4.385714853,8.147350477,0.006718828,4.338002096,2.235553761,0.663711234,1.859889571,0.024605437,0.468547445,0,0,0,0,-1.42,0,1,0,0
2018,DNK,-0.3969813,2213.578,102.200916,2262296.992,33.9999,21.78175552,4.31875215,8.185574247,0.008398544,4.298595645,2.029441764,0.655307418,1.780623859,0.014410133,0.49065176,0,0,0,0,-0.46,0,1,0,0
2019,DNK,-0.4751489,2248.402,103.2727935,2321987.555,33.6734,21.56971079,4.372030324,8.305815405,0.0126185,4.237188947,1.89131074,0.654870004,1.598716579,0.012446234,0.48475712,1,0,0,0,-0.1,0,1,0,0
2020,DNK,-3.8123082,2280.006,105.9657563,2416025.602,42.2083,21.5989847,4.481161124,8.136958477,0.011920403,4.209516651,2.068148614,0.646516328,1.55776495,0.012292916,0.474663844,0,1,0,0,-5.17,0,1,0,0
2021,DNK,-0.9201441,2320.931,108.8974136,2527433.83,36.6197,20.93870841,4.572978276,7.919099507,0.010920167,4.175500016,1.862561126,0.615485945,1.313624895,0.011790615,0.456747863,0,1,0,0,-1.53,0,1,0,0
1995,FIN,-2.3141824,140.9703,71.5637436,100883.624,55.1512,24.51537624,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,-0.45,0,1,0,0
1996,FIN,-1.6631243,145.1724,71.5077264,103809.4826,55.3057,24.43996383,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,-0.23,0,1,0,0
1997,FIN,0.8942576,150.4545,72.9953887,109824.8471,52.2151,23.50560978,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.42,0,1,0,0
1998,FIN,1.9336177,157.0473,75.2567402,118188.6786,46.8268,22.0545659,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.93,0,1,0,0
1999,FIN,1.8043162,164.1335,75.9543972,124666.6105,44.0547,21.50856584,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1.67,0,1,0,0
2000,FIN,3.0599492,171.4944,77.1984022,132390.9367,42.4547,20.12902142,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1.8,0,1,0,0
2001,FIN,1.4955762,178.6827,79.7485595,142496.8793,40.9236,19.47411068,3.97201681,7.722274377,0.774753809,3.065330287,2.489879088,0.280006132,0.383868056,0.02807079,0.757911335,0,0,0,0,-0.78,0,1,0,0
2002,FIN,-0.2736119,184.9571,80.5015966,148893.4185,40.1795,19.88335031,4.073383538,8.023860368,0.784453747,2.984013695,2.55148954,0.277379621,0.382152553,0.026864854,0.779752397,0,0,0,0,-2.05,0,1,0,0
2003,FIN,-1.4217915,190.8606,80.6544882,153937.6401,42.7482,20.0522757,4.062684081,8.168892281,0.786032577,2.940801221,2.619242439,0.279333891,0.380024015,0.027283775,0.787981418,1,0,0,0,-1.87,0,1,0,0
2004,FIN,-0.398957,196.4417,81.1405616,159393.8986,42.6416,20.20529034,4.054734878,8.325287302,0.786730239,2.963726994,2.603612834,0.273536192,0.526996333,0.025095063,0.645570507,0,0,0,0,-0.49,0,1,0,0
2005,FIN,-0.2461645,201.5933,81.8943097,165093.4414,39.9297,20.02199464,4.072239298,8.304388037,0.780769962,2.980736217,2.4289275,0.264698583,0.525157143,0.023017268,0.642060636,0,0,0,0,0.67,0,1,0,0
2006,FIN,1.3802719,206.3478,82.6483298,170543.0103,38.1117,19.88999722,4.116263685,8.368563435,0.765202865,2.933570829,2.238731446,0.257413071,0.551180607,0.021695407,0.637375873,0,0,0,0,1.23,0,1,0,0
2007,FIN,4.4058404,210.9863,84.9238703,179177.7318,33.9041,19.87579575,4.073050779,8.556866888,0.765720152,2.945120439,2.021456553,0.240543284,0.590475161,0.021207993,0.661354504,1,0,0,0,1.1,0,1,0,0
2008,FIN,3.582966,214.3296,87.5032093,187545.2785,32.5607,19.98237455,3.987303792,8.767482782,0.740087946,3.038199653,1.917403642,0.228211557,0.641978305,0.022927797,0.638779078,0,0,1,0,-0.79,0,1,0,0
2009,FIN,-5.0139658,214.8558,89.0554333,191340.7637,41.5314,21.39638163,4.146528867,9.490397996,0.773489126,3.080890808,2.254093648,0.251906594,0.74422197,0.021950367,0.632902251,0,0,1,0,-4.97,0,1,0,0
2010,FIN,-2.3259744,215.5998,89.3430206,192623.3737,46.9047,22.07001112,4.28296932,9.872633644,0.756917487,3.137729281,2.283212008,0.275148332,0.768338739,0.023361651,0.669700657,0,0,0,0,-3.84,0,1,0,0
2011,FIN,-0.1743909,216.3273,91.6869646,198343.935,48.2712,22.43174212,4.302627152,10.46717158,0.770378989,3.194955268,1.97586077,0.278304451,0.766345591,0.021175339,0.654922975,1,0,0,1,-3.82,0,1,0,0
2012,FIN,-1.7269995,216.674,94.4137095,204569.9609,53.6225,23.17788975,4.373564897,10.99917109,0.77332957,3.233612584,1.988561753,0.296231176,0.804614711,0.031773971,0.677029997,0,0,0,1,-3.19,0,1,0,0
2013,FIN,-2.6933584,216.8526,96.8290903,209976.3999,56.2292,23.93697579,4.375253603,11.53653459,0.780087667,3.234649229,2.164052723,0.319083478,0.826283335,0.018097272,0.682933892,0,0,0,0,-3,0,1,0,0
2014,FIN,-3.2230956,217.244,98.4089763,213787.5965,59.8259,24.40927391,4.378645045,11.80751382,0.777407122,3.171372012,2.393497137,0.347073456,0.841489417,0.016371389,0.675904507,0,0,0,0,-2.46,0,1,0,0
2015,FIN,-3.0714313,218.0833,100,218083.3,63.6417,24.4920175,3.475736106,12.89919953,0.757967254,3.124494173,2.554069936,0.420940072,0.889568344,0.017424535,0.352617555,1,0,0,0,-1.6,0,1,0,0
2016,FIN,-1.285378,220.1579,100.0874255,220350.3741,63.1764,25.15357653,3.226225518,13.6573401,0.687087556,3.110046909,2.49829392,0.490128507,1.123664986,0.015429972,0.345359069,0,0,0,0,-1.77,0,1,0,0
2017,FIN,0.7211222,222.6603,100.9074046,224680.7298,61.1672,24.72219137,3.120872896,13.74928772,0.670284453,3.040314141,2.213808013,0.562130985,1.046373671,0.01557766,0.30354183,0,0,0,0,-1.42,0,1,0,0
2018,FIN,0.5030424,225.6867,102.9274056,232293.4651,64.8628,24.37347946,3.134827748,13.74339136,0.660802059,2.993196557,1.88339349,0.640999522,0.987113434,0.021524497,0.308230797,0,0,0,0,-0.46,0,1,0,0
2019,FIN,0.4248251,228.6287,104.46777,238843.3045,64.8926,24.16647187,3.156462777,13.78016439,0.640587352,3.032950836,1.688554766,0.624258655,0.918175205,0.019678174,0.305639717,1,0,0,0,-0.1,0,1,0,0
2020,FIN,-2.7894117,230.98,106.0150443,244873.5493,74.7512,24.79279619,3.130595371,13.93249704,0.633796506,3.002365923,2.196235573,0.639922117,0.931909553,0.017968458,0.30750565,0,1,0,0,-5.17,0,1,0,0
2021,FIN,-1.0762258,233.7284,108.7166379,254101.6583,72.3723,24.38984476,3.175894268,13.75079574,0.613533973,2.998799792,2.0086449,0.626127358,0.894523875,0.019677164,0.301847696,0,1,0,0,-1.53,0,1,0,0
1995,FRA,-1.9461208,1627.999,76.3177574,1242452.327,56.1059,20.91854909,2.704248627,10.39734058,1.620263374,2.554142264,1.693505621,0.928405843,0.850012493,0,0.170630289,1,0,0,0,-0.45,1,0,0,0
1996,FRA,-2.4913743,1660.235,77.3542122,1284261.705,59.9984,20.87720898,2.711674721,10.27796745,1.61166528,2.526977163,1.782814197,0.917803587,0.87653474,0,0.171771843,0,0,0,0,-0.23,1,0,0,0
1997,FRA,-2.2034409,1694.021,78.0335382,1321904.524,61.425,20.98275594,2.646938516,10.42458041,1.574016854,2.523253336,1.77062712,0.980554931,0.892575809,0,0.170208964,0,0,0,0,0.42,1,0,0,0
1998,FRA,-0.7921654,1729.85,78.7750617,1362690.405,61.3474,20.92522256,2.653133821,10.44705382,1.553324213,2.458372047,1.742508784,0.952160517,0.945776088,0,0.17289327,0,0,0,0,0.93,1,0,0,0
1999,FRA,0.4271827,1767.313,78.9356141,1395039.37,60.4965,21.24284135,2.697988374,10.57081278,1.541246826,2.482725632,1.796078343,0.966639386,1.007355083,0,0.180138285,0,0,0,0,1.67,1,0,0,0
2000,FRA,2.1320014,1805.999,80.1617134,1447719.742,58.8824,20.81604548,2.341060843,10.52938601,1.508164831,2.505457302,1.780247878,0.959025397,0.995980063,0,0.196861307,0,0,0,0,1.8,1,0,0,0
2001,FRA,2.1161368,1842.111,81.7716283,1506324.16,58.3439,20.86728796,2.321014356,10.56525576,1.490383053,2.454850091,1.776310884,0.943887138,1.121139822,0,0.194513245,0,0,0,0,-0.78,1,0,0,0
2002,FRA,1.4261482,1875.703,83.4621959,1565502.912,60.258,20.99005996,2.343208672,10.55258337,1.490830826,2.399995535,1.923407473,0.958414059,1.121301012,0,0.200382891,1,0,0,0,-2.05,1,0,0,0
2003,FRA,0.4481592,1909.555,85.0140657,1623390.342,64.4127,21.37772974,2.380450283,10.72588616,1.477401915,2.41038763,2.103499024,0.921528212,1.150678276,0,0.207959843,0,0,0,0,-1.87,1,0,0,0
2004,FRA,1.3792876,1945.556,86.3935678,1680835.242,65.9391,21.53518626,2.501553927,11.1973497,1.479502534,2.390656681,2.088425988,0.926860623,0.743082944,0,0.20769436,0,0,0,0,-0.49,1,0,0,0
2005,FRA,1.179031,1981.83,88.0664424,1745327.175,67.383,21.58563766,2.540154111,11.37299658,1.505219214,2.346780625,1.963815179,0.909055919,0.73808511,0,0.209588211,0,0,0,0,0.67,1,0,0,0
2006,FRA,1.8362619,2017.268,89.9645623,1814826.327,64.6108,21.98844011,2.558977645,11.75952745,1.494468071,2.426623383,1.811523203,0.890829043,0.829335556,0,0.217210867,0,0,0,0,1.23,1,0,0,0
2007,FRA,2.5221203,2052.359,92.26463,1893601.438,64.5355,22.21275246,2.666242167,11.92780041,1.475442479,2.488908123,1.672896913,0.856991322,0.904202947,0,0.220162486,1,0,0,0,1.1,1,0,0,0
2008,FRA,1.2057162,2084.355,94.4486016,1968644.15,68.7783,22.11075069,2.556581899,12.12311529,1.458465716,2.431927578,1.560871222,0.883450673,0.877659886,0,0.218627628,0,0,1,0,-0.79,1,0,0,0
2009,FRA,-2.7559481,2106.94,94.5115307,1991301.245,83.0389,23.05171059,2.689547859,12.50061992,1.488775246,2.434990694,1.795408911,0.957815903,0.959372674,0,0.22517939,0,0,1,0,-4.97,1,0,0,0
